"","source","source_division","citation","token_id","sentence_id","verb","lemma_id","lemma","gr","gr_token_id","gr_sentence_id","gr_lemma","gr_tensemood"
"8774","Marianus","Matthew 13","MATT 13.15",569631,38791,"разоумѣѭтъ",59914,"разоумѣти","συνῶσιν",274947,15209,"συνίημι","aorist_subjunctive"
"8775","Marianus","Matthew 13","MATT 13.51",570349,50839,"разоумѣете",59914,"разоумѣти","συνήκατε",275727,15263,"συνίημι","aorist"
"8779","Marianus","Matthew 16","MATT 16.11",571951,39001,"разоумѣете",59914,"разоумѣти","νοεῖτε",277402,15416,"νοέω","present"
"8785","Marianus","Luke 1","LUKE 1.18",583209,39936,"разоумѣѭ",59914,"разоумѣти","γνώσομαι",320365,20164,"γιγνώσκω","future"
"8790","Marianus","Luke 8","LUKE 8.10",589709,40393,"разоумѣѭтъ",59914,"разоумѣти","συνιῶσιν",327071,20623,"συνίημι","present_subjunctive"
"8793","Marianus","Luke 12","LUKE 12.2",594076,40725,"разоумѣатъ",59914,"разоумѣти","γνωσθήσεται",331537,20971,"γιγνώσκω","future"
"8794","Marianus","Luke 16","LUKE 16.4",597352,40971,"разоумѣѭ",59914,"разоумѣти","ἔγνων",334881,21223,"γιγνώσκω","aorist"
"8799","Marianus","Luke 21","LUKE 21.20",601392,41314,"разоумѣете",59914,"разоумѣти","γνῶτε",338979,21584,"γιγνώσκω","aorist_active_imperative"
"8801","Marianus","Luke 24","LUKE 24.45",604766,41583,"разоумѣѭтъ",59914,"разоумѣти","συνιέναι",342315,21861,"συνίημι","present_active_infinitive"
"8804","Marianus","John 5","JOHN 5.42",608579,41905,"разоумѣѭ",59914,"разоумѣти","ἔγνωκα",346516,22202,"γιγνώσκω","perfect"
"8806","Marianus","John 7","JOHN 7.17",610287,42048,"разоумѣатъ",59914,"разоумѣти","γνώσεται",348332,22349,"γιγνώσκω","future"
"8808","Marianus","John 7","JOHN 7.51",610904,42105,"разоумѣатъ",59914,"разоумѣти","γνῷ",348980,22408,"γιγνώσκω","aorist_subjunctive"
"8810","Marianus","John 8","JOHN 8.28",611489,42171,"разоумѣате",59914,"разоумѣти","γνώσεσθε",349806,22492,"γιγνώσκω","future"
"8811","Marianus","John 8","JOHN 8.32",611565,42177,"разоумѣате",59914,"разоумѣти","γνώσεσθε",349880,22497,"γιγνώσκω","future"
"8812","Marianus","John 8","JOHN 8.43",611785,42202,"разоумѣате",59914,"разоумѣти","γινώσκετε",350117,22523,"γιγνώσκω","present"
"8815","Marianus","John 10","JOHN 10.38",613625,42377,"разоумѣате",59914,"разоумѣти","γνῶτε",352041,22706,"γιγνώσκω","aorist_subjunctive"
"8818","Marianus","John 12","JOHN 12.40",615493,42534,"разоумѣѭтъ",59914,"разоумѣти","νοήσωσιν",354029,22866,"νοέω","aorist_subjunctive"
"8819","Marianus","John 13","JOHN 13.7",615826,52040,"разоумѣеши",59914,"разоумѣти","γνώσῃ",354384,48717,"γιγνώσκω","future"
"8821","Marianus","John 13","JOHN 13.35",616331,42602,"разоумѣѭтъ",59914,"разоумѣти","γνώσονται",354924,22938,"γιγνώσκω","future"
"8822","Marianus","John 14","JOHN 14.20",616786,42645,"разоумѣате",59914,"разоумѣти","γνώσεσθε",355407,22985,"γιγνώσκω","future"
"8823","Marianus","John 14","JOHN 14.31",617043,42665,"разоумѣатъ",59914,"разоумѣти","γνῷ",355666,63182,"γιγνώσκω","aorist_subjunctive"
"8827","Marianus","John 17","JOHN 17.23",618780,42787,"разоумѣатъ",59914,"разоумѣти","γινώσκῃ",357424,23127,"γιγνώσκω","present_subjunctive"
"8828","Marianus","John 19","JOHN 19.4",619462,52130,"разоумѣате",59914,"разоумѣти","γνῶτε",358499,23232,"γιγνώσκω","aorist_subjunctive"
"8829","Marianus","Luke 1","LUKE 1.4",758677,39923,"разоумѣеши",59914,"разоумѣти","ἐπιγνῷς",320097,20151,"ἐπιγιγνώσκω","aorist_subjunctive"
"8895","Marianus","John 15","JOHN 15.16",617379,42686,"принесете",60002,"принести","φέρητε",356021,23025,"φέρω","present_subjunctive"
"8916","Marianus","Mark 12","MARK 12.19",547624,37059,"поиметъ",60020,"поѩти","λάβῃ",110983,7229,"λαμβάνω","aorist_subjunctive"
"8920","Marianus","Matthew 5","MATT 5.41",564300,38399,"поиметъ",60020,"поѩти","ἀγγαρεύσει",269368,14813,"ἀγγαρεύω","future"
"8921","Marianus","Matthew 12","MATT 12.45",569251,38762,"поиметъ",60020,"поѩти","παραλαμβάνει",274535,15181,"παραλαμβάνω","present"
"8926","Marianus","Matthew 22","MATT 22.24",576341,62918,"поиметъ",60020,"поѩти","ἐπιγαμβρεύσει",281806,15794,"ἐπιγαμβρεύω","future"
"8927","Marianus","Matthew 24","MATT 24.40",578106,51084,"поемлѭтъ",60020,"поѩти","παραλαμβάνεται",283632,47962,"παραλαμβάνω","present"
"8928","Marianus","Matthew 24","MATT 24.41",578118,51087,"поемлетъ",60020,"поѩти","παραλαμβάνεται",283644,47964,"παραλαμβάνω","present"
"8932","Marianus","Luke 11","LUKE 11.26",593441,40680,"поиметъ",60020,"поѩти","παραλαμβάνει",330874,20927,"παραλαμβάνω","present"
"8937","Marianus","John 14","JOHN 14.3",616461,42616,"поимѫ",60020,"поѩти","παραλήμψομαι",355060,22954,"παραλαμβάνω","future"
"8943","Marianus","Luke 20","LUKE 20.28",799926,41263,"поиметъ",60020,"поѩти","λάβῃ",338369,21535,"λαμβάνω","aorist_subjunctive"
"8956","Marianus","Mark 7","MARK 7.10",543370,36706,"оумьретъ",60024,"оумрѣти","τελευτάτω",106687,6857,"τελευτάω","present_active_imperative"
"8958","Marianus","Mark 12","MARK 12.19",547612,37059,"оумьретъ",60024,"оумрѣти","ἀποθάνῃ",110973,7229,"ἀποθνῄσκω","aorist_subjunctive"
"8966","Marianus","Matthew 15","MATT 15.4",571169,50868,"оумьретъ",60024,"оумрѣти","τελευτάτω",276586,15338,"τελευτάω","present_active_imperative"
"8967","Marianus","Matthew 22","MATT 22.24",576335,62918,"оумьретъ",60024,"оумрѣти","ἀποθάνῃ",281801,15794,"ἀποθνῄσκω","aorist_subjunctive"
"8981","Marianus","John 4","JOHN 4.49",607670,41840,"оумьретъ",60024,"оумрѣти","ἀποθανεῖν",345604,22134,"ἀποθνῄσκω","aorist_active_infinitive"
"8983","Marianus","John 6","JOHN 6.50",609608,41983,"оумьретъ",60024,"оумрѣти","ἀποθάνῃ",347610,22283,"ἀποθνῄσκω","aorist_subjunctive"
"8985","Marianus","John 8","JOHN 8.21",611345,42154,"оумьрете",60024,"оумрѣти","ἀποθανεῖσθε",349651,22474,"ἀποθνῄσκω","future"
"8986","Marianus","John 8","JOHN 8.24",611407,42162,"оумьрете",60024,"оумрѣти","ἀποθανεῖσθε",349716,22482,"ἀποθνῄσκω","future"
"8987","Marianus","John 8","JOHN 8.24",611421,42163,"оумьрете",60024,"оумрѣти","ἀποθανεῖσθε",349730,22483,"ἀποθνῄσκω","future"
"8991","Marianus","John 11","JOHN 11.16",613967,42408,"оумьремъ",60024,"оумрѣти","ἀποθάνωμεν",352407,22737,"ἀποθνῄσκω","aorist_subjunctive"
"8993","Marianus","John 11","JOHN 11.25",614099,42422,"оумьретъ",60024,"оумрѣти","ἀποθάνῃ",352554,22752,"ἀποθνῄσκω","aorist_subjunctive"
"8994","Marianus","John 11","JOHN 11.26",614111,42423,"оумьретъ",60024,"оумрѣти","ἀποθάνῃ",352567,22752,"ἀποθνῄσκω","aorist_subjunctive"
"8996","Marianus","John 11","JOHN 11.37",614323,42442,"оумьретъ",60024,"оумрѣти","ἀποθάνῃ",352789,22772,"ἀποθνῄσκω","aorist_subjunctive"
"8999","Marianus","John 11","JOHN 11.50",614576,42466,"оумьретъ",60024,"оумрѣти","ἀποθάνῃ",353053,22798,"ἀποθνῄσκω","aorist_subjunctive"
"9001","Marianus","John 12","JOHN 12.24",615161,52033,"оумьретъ",60024,"оумрѣти","ἀποθάνῃ",353674,48713,"ἀποθνῄσκω","aorist_subjunctive"
"9002","Marianus","John 12","JOHN 12.24",615172,42503,"оумьретъ",60024,"оумрѣти","ἀποθάνῃ",353682,22836,"ἀποθνῄσκω","aorist_subjunctive"
"9008","Marianus","Luke 20","LUKE 20.28",799917,41263,"оумъретъ",60024,"оумрѣти","ἀποθάνῃ",338359,21535,"ἀποθνῄσκω","aorist_subjunctive"
"9009","Marianus","Luke 20","LUKE 20.28",799924,41263,"оумьретъ",60024,"оумрѣти","ᾖ",338366,21535,"εἰμί","present_subjunctive"
"9016","Marianus","Mark 9","MARK 9.9",544758,36817,"въскръснетъ",60069,"въскрьснѫти","ἀναστῇ",108113,6975,"ἀνίστημι","aorist_subjunctive"
"9018","Marianus","Mark 9","MARK 9.31",545191,36856,"въскръснетъ",60069,"въскрьснѫти","ἀναστήσεται",108554,7017,"ἀνίστημι","future"
"9019","Marianus","Mark 10","MARK 10.34",546247,36934,"вьскръснетъ",60069,"въскрьснѫти","ἀναστήσεται",733901,55127,"ἀνίστημι","future"
"9020","Marianus","Mark 12","MARK 12.23",547686,37066,"воскръснѫтъ",60069,"въскрьснѫти","ἀναστῶσιν",111048,7236,"ἀνίστημι","aorist_subjunctive"
"9021","Marianus","Mark 12","MARK 12.25",547724,37070,"въскръснѫтъ",60069,"въскрьснѫти","ἀναστῶσιν",111085,7240,"ἀνίστημι","aorist_subjunctive"
"9022","Marianus","Mark 14","MARK 14.28",549378,37200,"вьскрьснѫ",60069,"въскрьснѫти","ἐγερθῆναί",112756,7372,"ἐγείρω","aorist_passive_infinitive"
"9025","Marianus","Matthew 17","MATT 17.9",572539,39046,"въскръснетъ",60069,"въскрьснѫти","ἐγερθῇ",278022,15461,"ἐγείρω","aorist_subjunctive"
"9026","Marianus","Matthew 20","MATT 20.19",574664,39215,"вьскръснетъ",60069,"въскрьснѫти","ἐγερθήσεται",280101,15632,"ἐγείρω","future"
"9030","Marianus","Luke 11","LUKE 11.32",593576,40691,"вьскръснѫтъ",60069,"въскрьснѫти","ἀναστήσονται",331023,20938,"ἀνίστημι","future"
"9031","Marianus","Luke 16","LUKE 16.31",597937,51559,"въскрьснетъ",60069,"въскрьснѫти","ἀναστῇ",335490,21274,"ἀνίστημι","aorist_subjunctive"
"9032","Marianus","Luke 18","LUKE 18.33",599235,41125,"вьскрьснетъ",60069,"въскрьснѫти","ἀναστήσεται",336804,21387,"ἀνίστημι","future"
"9035","Marianus","John 11","JOHN 11.23",614068,42418,"вьскръснетъ",60069,"въскрьснѫти","ἀναστήσεται",352514,22747,"ἀνίστημι","future"
"9036","Marianus","John 11","JOHN 11.24",614077,52009,"вьскрьснетъ",60069,"въскрьснѫти","ἀναστήσεται",352526,22749,"ἀνίστημι","future"
"9162","Marianus","Mark 12","MARK 12.26",547743,37071,"въстанѫтъ",60145,"въстати","ἐγείρονται",111106,7241,"ἐγείρω","present"
"9163","Marianus","Mark 13","MARK 13.8",548284,37118,"въстанетъ",60145,"въстати","ἐγερθήσεται",111662,47365,"ἐγείρω","future"
"9164","Marianus","Mark 13","MARK 13.12",548408,37125,"въстанѫтъ",60145,"въстати","ἐπαναστήσονται",111769,7294,"ἐπανίστημι","future"
"9165","Marianus","Mark 13","MARK 13.22",548577,37136,"въстанѫтъ",60145,"въстати","ἐγερθήσονται",111942,7305,"ἐγείρω","future"
"9178","Marianus","Matthew 10","MATT 10.21",567489,38628,"въстанѫтъ",60145,"въстати","ἐπαναστήσονται",272641,15041,"ἐπανίστημι","future"
"9180","Marianus","Matthew 12","MATT 12.41",569183,38757,"въстанѫтъ",60145,"въстати","ἀναστήσονται",274434,47841,"ἀνίστημι","future"
"9183","Marianus","Matthew 17","MATT 17.23",572800,50900,"въстанетъ",60145,"въстати","ἐγερθήσεται",278285,47895,"ἐγείρω","future"
"9184","Marianus","Matthew 24","MATT 24.11",577583,39468,"въстанѫтъ",60145,"въстати","ἐγερθήσονται",283092,15889,"ἐγείρω","future"
"9185","Marianus","Matthew 24","MATT 24.24",577765,39480,"Въстанѫтъ",60145,"въстати","ἐγερθήσονται",283284,15901,"ἐγείρω","future"
"9190","Marianus","Matthew 27","MATT 27.63",581594,39805,"въстанѫ",60145,"въстати","ἐγείρομαι",287211,48059,"ἐγείρω","present"
"9214","Marianus","Luke 11","LUKE 11.31",593547,40689,"въстанетъ",60145,"въстати","ἐγερθήσεται",330989,20936,"ἐγείρω","future"
"9215","Marianus","Luke 13","LUKE 13.25",595679,40843,"въстанетъ",60145,"въстати","ἐγερθῇ",333208,21095,"ἐγείρω","aorist_subjunctive"
"9219","Marianus","Luke 21","LUKE 21.10",601236,51674,"въстанетъ",60145,"въстати","ἐγερθήσεται",338831,48570,"ἐγείρω","future"
"9234","Marianus","Matthew 24","MATT 24.7",851672,39464,"въстанетъ",60145,"въстати","ἐγερθήσεται",283033,15885,"ἐγείρω","future"
"9242","Marianus","Mark 13","MARK 13.27",548666,37140,"съберетъ",60182,"събьрати","ἐπισυνάξει",112032,7310,"ἐπισυνάγω","future"
"9246","Marianus","Matthew 13","MATT 13.41",570170,38834,"съберѫтъ",60182,"събьрати","συλλέξουσιν",275536,15251,"συλλέγω","future"
"9251","Marianus","Matthew 24","MATT 24.28",577840,39486,"съберѫтъ",60182,"събьрати","συναχθήσονται",283361,15907,"συνάγω","future"
"9252","Marianus","Matthew 24","MATT 24.31",577916,39489,"съберетъ",60182,"събьрати","ἐπισυνάξουσιν",283447,15910,"ἐπισυνάγω","future"
"9253","Marianus","Matthew 25","MATT 25.32",578834,39558,"съберѫтъ",60182,"събьрати","συναχθήσονται",284399,15979,"συνάγω","future"
"9260","Marianus","Luke 3","LUKE 3.17",585491,51255,"съберетъ",60182,"събьрати","συναγαγεῖν",322722,48349,"συνάγω","aorist_active_infinitive"
"9262","Marianus","Luke 12","LUKE 12.18",594380,40751,"съберѫ",60182,"събьрати","συνάξω",331864,21000,"συνάγω","future"
"9269","Marianus","John 11","JOHN 11.52",614619,42467,"съберетъ",60182,"събьрати","συναγάγῃ",353102,22799,"συνάγω","aorist_subjunctive"
"9523","Marianus","Mark 7","MARK 7.26",543643,36727,"ижденетъ",60252,"изгънати","ἐκβάλῃ",106970,6878,"ἐκβάλλω","aorist_subjunctive"
"9524","Marianus","Mark 9","MARK 9.18",544925,36831,"ижденѫтъ",60252,"изгънати","ἐκβάλωσιν",108275,6989,"ἐκβάλλω","aorist_subjunctive"
"9527","Marianus","Mark 16","MARK 16.17",551274,37367,"ижденѫтъ",60252,"изгънати","ἐκβαλοῦσιν",114643,47400,"ἐκβάλλω","future"
"9533","Marianus","Matthew 23","MATT 23.34",577279,39446,"ижденете",60252,"изгънати","διώξετε",282781,15865,"διώκω","future"
"9535","Marianus","Luke 9","LUKE 9.40",591590,40527,"ижденѫтъ",60252,"изгънати","ἐκβάλωσιν",328959,20764,"ἐκβάλλω","aorist_subjunctive"
"9538","Marianus","Luke 21","LUKE 21.12",601286,41308,"ижденѫтъ",60252,"изгънати","διώξουσιν",338871,21577,"διώκω","future"
"9540","Marianus","John 6","JOHN 6.37",609381,41966,"ижденѫ",60252,"изгънати","ἐκβάλω",347353,22266,"ἐκβάλλω","aorist_subjunctive"
"9543","Marianus","John 10","JOHN 10.4",612994,42323,"ижденетъ",60252,"изгънати","ἐκβάλῃ",351379,22652,"ἐκβάλλω","aorist_subjunctive"
"9547","Marianus","John 15","JOHN 15.20",617469,42693,"ижденѫтъ",60252,"изгънати","διώξουσιν",356120,23032,"διώκω","future"
"9548","Marianus","John 16","JOHN 16.2",617616,52092,"ижденѫтъ",60252,"изгънати","ποιήσουσιν",356273,23044,"ποιέω","future"
"9550","Marianus","Luke 11","LUKE 11.49",784233,40717,"ижденѫтъ",60252,"изгънати","ἐκδιώξουσιν",331402,20964,"ἐκδιώκω","future"
"9567","Marianus","Mark 3","MARK 3.2",539935,36467,"исцѣлитъ",60254,"ицѣлити","θεραπεύει",103173,6611,"θεραπεύω","present"
"9570","Marianus","Matthew 8","MATT 8.7",565837,50710,"исцѣлѭ",60254,"ицѣлити","θεραπεύσω",270932,47750,"θεραπεύω","future"
"9573","Marianus","Matthew 13","MATT 13.15",569637,38791,"исцѣлѭ",60254,"ицѣлити","ἰάσομαι",274952,15209,"ἰάομαι","future"
"9580","Marianus","Luke 6","LUKE 6.7",587621,40230,"исцѣлитꙑ",60254,"ицѣлити","θεραπεύει",324887,20455,"θεραπεύω","present"
"9588","Marianus","John 4","JOHN 4.47",607633,41835,"ꙇсцѣлитъ",60254,"ицѣлити","ἰάσηται",345567,22129,"ἰάομαι","aorist_subjunctive"
"9589","Marianus","John 12","JOHN 12.40",615500,42534,"исцѣлѭ҄",60254,"ицѣлити","ἰάσομαι",354036,22866,"ἰάομαι","future"
"9614","Marianus","Mark 8","MARK 8.35",544514,36803,"с҃пстъ",60287,"съпасти","σώσει",107855,6961,"σῴζω","future"
"9630","Marianus","Matthew 24","MATT 24.13",577603,39470,"с҃пст",60287,"съпасти","σωθήσεται",283115,15891,"σῴζω","future"
"9635","Marianus","Luke 7","LUKE 7.3",588550,40295,"с҃пстъ",60287,"съпасти","διασώσῃ",325861,20522,"διασῴζω","aorist_subjunctive"
"9642","Marianus","Luke 9","LUKE 9.24",591255,40506,"с҃пстъ",60287,"съпасти","σώσει",328619,20744,"σῴζω","future"
"9649","Marianus","Luke 23","LUKE 23.35",603567,51738,"с҃пстъ",60287,"съпасти","σωσάτω",341199,48594,"σῴζω","aorist_active_imperative"
"9650","Marianus","John 3","JOHN 3.17",606377,41728,"съпасетъ",60287,"съпасти","σωθῇ",344253,22023,"σῴζω","aorist_subjunctive"
"9652","Marianus","John 10","JOHN 10.9",613088,42331,"с҃ъпстъ",60287,"съпасти","σωθήσεται",351477,22660,"σῴζω","future"
"9655","Marianus","John 12","JOHN 12.47",615617,42543,"с҃псѫ",60287,"съпасти","σώσω",354164,22874,"σῴζω","aorist_subjunctive"
"9752","Marianus","Matthew 12","MATT 12.18",568739,38726,"положѫ",64024,"положити","θήσω",273952,15141,"τίθημι","future"
"9760","Marianus","Luke 12","LUKE 12.46",594934,40789,"положитъ",64024,"положити","θήσει",784369,21039,"τίθημι","future"
"9761","Marianus","Luke 14","LUKE 14.29",596509,40906,"положитъ",64024,"положити","θέντος",334045,21161,"τίθημι","aorist_active_participle"
"9765","Marianus","Luke 20","LUKE 20.43",600965,58235,"положѫ",64024,"положити","θῶ",338583,21554,"τίθημι","aorist_subjunctive"
"9774","Marianus","John 13","JOHN 13.37",616387,42608,"положѫ",64024,"положити","θήσω",354982,22945,"τίθημι","future"
"9775","Marianus","John 13","JOHN 13.38",616397,52068,"положиши",64024,"положити","θήσεις",354992,22947,"τίθημι","future"
"9776","Marianus","John 15","JOHN 15.13",617313,42682,"положитъ",64024,"положити","θῇ",355954,23021,"τίθημι","aorist_subjunctive"
"9784","Marianus","Mark 12","MARK 12.36",734365,55138,"положѫ",64024,"положити","θῶ",111364,7262,"τίθημι","aorist_subjunctive"
"9785","Marianus","Matthew 24","MATT 24.51",784539,39506,"положитъ",64024,"положити","θήσει",784655,15927,"τίθημι","future"
"9786","Marianus","Matthew 22","MATT 22.44",788644,51018,"положѫ",64024,"положити","θῶ",282107,15823,"τίθημι","aorist_subjunctive"
"9966","Marianus","Mark 10","MARK 10.37",546300,50462,"сѧдевѣ",64044,"сѣсти","καθίσωμεν",109633,47336,"καθίζω","aorist_subjunctive"
"9974","Marianus","Matthew 19","MATT 19.28",574255,39184,"сѧдетъ",64044,"сѣсти","καθίσῃ",279709,15600,"καθίζω","aorist_subjunctive"
"9975","Marianus","Matthew 19","MATT 19.28",574264,39184,"Сѧдете",64044,"сѣсти","καθίσεσθε",279719,15600,"καθίζω","future"
"9976","Marianus","Matthew 20","MATT 20.21",574697,50949,"сѧдете",64044,"сѣсти","καθίσωσιν",280136,15637,"καθίζω","aorist_subjunctive"
"9991","Marianus","Luke 22","LUKE 22.30",602190,41374,"сѧдете",64044,"сѣсти","καθήσεσθε",339816,21644,"κάθημαι","future"
"9997","Marianus","Matthew 25","MATT 25.31",851851,39557,"сѧдетъ",64044,"сѣсти","καθίσει",284392,15978,"καθίζω","future"
"10014","Marianus","Matthew 12","MATT 12.18",568749,38726,"вьзвѣститъ",64057,"възвѣстити","ἀπαγγελεῖ",273963,15141,"ἀπαγγέλλω","future"
"10026","Marianus","John 4","JOHN 4.25",607218,41801,"вьзвѣститъ",64057,"възвѣстити","ἀναγγελεῖ",345145,22095,"ἀναγγέλλω","future"
"10027","Marianus","John 16","JOHN 16.13",617835,42721,"възвѣститъ",64057,"възвѣстити","ἀναγγελεῖ",356489,23061,"ἀναγγέλλω","future"
"10028","Marianus","John 16","JOHN 16.14",617848,42722,"вьзвѣститъ",64057,"възвѣстити","ἀναγγελεῖ",356502,23062,"ἀναγγέλλω","future"
"10029","Marianus","John 16","JOHN 16.15",617867,42724,"възвѣститъ",64057,"възвѣстити","ἀναγγελεῖ",356522,23064,"ἀναγγέλλω","future"
"10030","Marianus","John 16","JOHN 16.25",618140,42744,"възвѣштѫ",64057,"възвѣстити","ἀπαγγελῶ",356779,23086,"ἀπαγγέλλω","future"
"10225","Marianus","Mark 13","MARK 13.7",548265,37116,"оуслꙑшите",64238,"оуслꙑшати","ἀκούσητε",111645,7285,"ἀκούω","aorist_subjunctive"
"10227","Marianus","Matthew 12","MATT 12.19",568758,38727,"оуслꙑшитъ",64238,"оуслꙑшати","ἀκούσει",273971,15142,"ἀκούω","future"
"10228","Marianus","Matthew 13","MATT 13.14",569590,50827,"оуслꙑшите",64238,"оуслꙑшати","ἀκούσετε",274902,15208,"ἀκούω","future"
"10229","Marianus","Matthew 13","MATT 13.15",569627,38791,"оуслꙑшѧтъ",64238,"оуслꙑшати","ἀκούσωσιν",274943,15209,"ἀκούω","aorist_subjunctive"
"10236","Marianus","Luke 8","LUKE 8.13",589755,40397,"оуслꙑшѧтъ",64238,"оуслꙑшати","ἀκούσωσιν",327121,48399,"ἀκούω","aorist_subjunctive"
"10237","Marianus","Luke 12","LUKE 12.3",594086,40726,"оуслꙑшитъ",64238,"оуслꙑшати","ἀκουσθήσεται",331550,20972,"ἀκούω","future"
"10238","Marianus","Luke 21","LUKE 21.9",601211,41303,"оуслꙑшите",64238,"оуслꙑшати","ἀκούσητε",338807,21573,"ἀκούω","aorist_subjunctive"
"10240","Marianus","John 5","JOHN 5.25",608294,41887,"оуслꙑшѧтъ",64238,"оуслꙑшати","ἀκούσουσιν",346210,22185,"ἀκούω","future"
"10243","Marianus","John 10","JOHN 10.16",613228,42340,"оуслꙑшѧтъ",64238,"оуслꙑшати","ἀκούσουσιν",351633,22669,"ἀκούω","future"
"10248","Marianus","John 12","JOHN 12.47",615594,42542,"оуслꙑшитъ",64238,"оуслꙑшати","ἀκούσῃ",354142,22873,"ἀκούω","aorist_subjunctive"
"10249","Marianus","John 16","JOHN 16.13",617828,42721,"оуслꙑшитъ",64238,"оуслꙑшати","ἀκούει",356483,23061,"ἀκούω","present"
"10296","Marianus","Mark 13","MARK 13.9",548336,37121,"станете",64253,"стати","σταθήσεσθε",111702,7290,"ἵστημι","future"
"10297","Marianus","Matthew 12","MATT 12.25",568864,38737,"станетъ",64253,"стати","σταθήσεται",274083,15152,"ἵστημι","future"
"10298","Marianus","Matthew 12","MATT 12.26",568879,60039,"станетъ",64253,"стати","σταθήσεται",274099,15154,"ἵστημι","future"
"10299","Marianus","Matthew 18","MATT 18.16",573292,39103,"станетъ",64253,"стати","σταθῇ",278773,15520,"ἵστημι","aorist_subjunctive"
"10310","Marianus","Luke 11","LUKE 11.18",593303,40670,"станетъ",64253,"стати","σταθήσεται",330724,20916,"ἵστημι","future"
"10323","Marianus","Mark 14","MARK 14.15",549130,50534,"покажетъ",64255,"показати","δείξει",112520,7350,"δείκνυμι","future"
"10332","Marianus","Luke 22","LUKE 22.12",601886,41348,"покажетъ",64255,"показати","δείξει",339491,21618,"δείκνυμι","future"
"10335","Marianus","John 5","JOHN 5.20",608182,41882,"показаатъ",64255,"показати","δείκνυσιν",346090,22180,"δείκνυμι","present"
"10336","Marianus","John 5","JOHN 5.20",608191,41882,"покажетъ",64255,"показати","δείξει",346099,22180,"δείκνυμι","future"
"10409","Marianus","Mark 2","MARK 2.21",539753,50256,"възьметъ",64330,"възѧти","αἴρει",102988,6598,"αἴρω","present"
"10415","Marianus","Mark 8","MARK 8.34",544485,50409,"вьзьметъ",64330,"възѧти","ἀράτω",107822,6959,"αἴρω","aorist_active_imperative"
"10418","Marianus","Mark 15","MARK 15.21",550539,37308,"вьзъметъ",64330,"възѧти","ἄρῃ",113917,7484,"αἴρω","aorist_subjunctive"
"10419","Marianus","Mark 15","MARK 15.24",550580,37312,"вьзьметъ",64330,"възѧти","ἄρῃ",113963,7488,"αἴρω","aorist_subjunctive"
"10420","Marianus","Mark 16","MARK 16.18",551283,37367,"вьзъмѫтъ",64330,"възѧти","ἀροῦσιν",114650,47402,"αἴρω","future"
"10423","Marianus","Matthew 9","MATT 9.16",566699,60017,"вьзьметъ",64330,"възѧти","αἴρει",271829,14976,"αἴρω","present"
"10425","Marianus","Matthew 13","MATT 13.12",569560,38787,"възьметъ",64330,"възѧти","ἀρθήσεται",274870,15205,"αἴρω","future"
"10436","Marianus","Matthew 16","MATT 16.24",572254,39025,"възъметъ",64330,"възѧти","ἀράτω",277722,15440,"αἴρω","aorist_active_imperative"
"10450","Marianus","Luke 8","LUKE 8.12",589735,51357,"възъметъ",64330,"възѧти","αἴρει",327101,48398,"αἴρω","present"
"10452","Marianus","Luke 9","LUKE 9.23",591226,40504,"възьметъ",64330,"възѧти","ἀράτω",328585,20742,"αἴρω","aorist_active_imperative"
"10456","Marianus","Luke 22","LUKE 22.36",602312,51698,"възьметъ",64330,"възѧти","ἀράτω",339934,21657,"αἴρω","aorist_active_imperative"
"10465","Marianus","John 10","JOHN 10.18",613256,42342,"вьзьметъ",64330,"възѧти","αἴρει",351663,22671,"αἴρω","present"
"10469","Marianus","John 11","JOHN 11.48",614540,42464,"възъмѫтъ",64330,"възѧти","ἀροῦσιν",353015,22796,"αἴρω","future"
"10470","Marianus","John 16","JOHN 16.22",618065,42738,"вьзъметъ",64330,"възѧти","αἴρει",356706,23080,"αἴρω","present"
"10471","Marianus","John 17","JOHN 17.15",618633,42779,"възъмеши",64330,"възѧти","ἄρῃς",357274,23119,"αἴρω","aorist_subjunctive"
"10474","Marianus","John 19","JOHN 19.31",620079,42913,"възъмѫтъ",64330,"възѧти","ἀρθῶσιν",359158,23296,"αἴρω","aorist_subjunctive"
"10475","Marianus","John 19","JOHN 19.38",620207,42921,"възьметъ",64330,"възѧти","ἄρῃ",359286,23304,"αἴρω","aorist_subjunctive"
"10480","Marianus","John 20","JOHN 20.15",620594,42948,"вьзъмѫ",64330,"възѧти","ἀρῶ",359699,23331,"αἴρω","future"
"10482","Marianus","Luke 4","LUKE 4.11",787870,40109,"възъмѫтъ",64330,"възѧти","ἀροῦσίν",323193,20330,"αἴρω","future"
"10546","Marianus","Mark 13","MARK 13.16",548488,37128,"възвратитъ",64406,"възвратити","ἐπιστρεψάτω",111844,47369,"ἐπιστρέφω","aorist_active_imperative"
"10548","Marianus","Matthew 10","MATT 10.13",567336,38617,"възвратитъ",64406,"възвратити","ἐπιστραφήτω",272485,15030,"ἐπιστρέφω","aorist_passive_imperative"
"10550","Marianus","Matthew 24","MATT 24.18",577676,39472,"възвратитъ",64406,"възвратити","ἐπιστρεψάτω",283191,15893,"ἐπιστρέφω","aorist_active_imperative"
"10565","Marianus","Luke 10","LUKE 10.6",592157,40577,"възвратитъ",64406,"възвратити","ἀνακάμψει",329551,20817,"ἀνακάμπτω","future"
